,Movie,Song,Lyrics,sentiment,compound,neg,pos,neu,group
323,High School Musical: The Musical: The Series,Wondering (Ashlyn & Nini Piano Version),seems like a part of me will always have to lose every single time i have to choose swore that it felt right but was i wrong is this where i'm supposed to be at all i don't have the answers not today it like nothing makes the questions go away what i'd give to see if the grass was greener on the other side of all i've had and lost would it be enough or would i still be wondering if i could go back and change the past be a little brave than i had and bet against the odds would i still be lost even if i woke up in my dreams would there still be something i'm missing if i had everything would it mean anything maybe i should turn around and take the other road or maybe i'm just looking for what i already know i'm just wondering feels like i might have broke the best thing that i had said too much to ever take it back scared i'll never find something as good would i even know it if i could if i could go back and change the past be a little brave than i had and bet against the odds would i still be lost even if i woke up in my dreams would there still be something i'm missing if i had everything would it mean anything to me,"{'neg': 0.108, 'neu': 0.764, 'pos': 0.128, 'compound': 0.8085}",0.8085,0.108,0.128,0.764,1
324,Home on the Range,Anytime You Need a Friend,when you're sad when you're feeling low when you're hurt and don't know where to go think of me there i'll be anytime you need a friend when you're down and your luck runs out or if you're in trouble or in doubt it okay turn my way anytime you need a friend when you're scared i will stay with you when you feel you've fallen i'll lift you when your heart breaks i'll ease your aches whatever it takes i'm in anytime you need a friend all our lives anywhere we are just reach out i'll never be too far come what may there i'll stay anytime you need a friend when you're scared i will stay with you when you feel you've fallen i'll lift you when your heart breaks i'll ease your aches whatever it takes i'm in anytime you need a friend come what may there i'll stay now until the very end anytime anytime you need a friend anytime anytime i'll be there anytime you needa friend,"{'neg': 0.141, 'neu': 0.688, 'pos': 0.171, 'compound': 0.743}",0.743,0.141,0.171,0.688,1
325,Home on the Range,Little Patch of Heaven,i know a place pretty as pie out where the riverbend hits up with the end of the sky it left of nebraska and over a crest on a little patch of heaven way out west everything green know what i mean darlin' it quite the sweetest sight that cha ever done seen ain't nothin' much out there just life at its best on a little patch of heaven way out west bees by the dozen are buzzin' real peaceful every bluebonnet doggone it smells nice even the tumblin' tumbleweed slows down to match your speed on my tiny half-an-acre of paradise darlin' i swear once you been there there ain't a view beneath the blue that could ever compare the only thing missin' is you as my guest on a little patch of heaven way out west why don't cha come visit there room in my nest on that little patch o' heaven way out west,"{'neg': 0.007, 'neu': 0.817, 'pos': 0.176, 'compound': 0.9827}",0.9827,0.007,0.176,0.817,1
326,Home on the Range,Wherever the Trail May Lead,come with me let go wander far beyond the wild blue yonder out where stars roam free know the journey far from breezy stick with me i'll make it easy you can depend on me yeah there a long road before us and it a hard road indeed but darling i swear i'll get us there wherever the trail may lead once we cross that far horizon life is bound to be surprising but we'll take it day by day never mind the wind and weather if we walk that trail together somehow we'll find our way yeah there a long road before us and it a hard road indeed but darling i vow we'll get there somehow wherever the trail may lead can't tell you when we'll be there it may take all our lives we're headed for that great unknown we'll soon be walking free there till that day arrives at least we won't be travelling alone yeah there a long road before us and it a hard road indeed but darling don't fear 'cause i'll be right here to give you the strength you need and through the whole ride i'll be by your side wherever the trail may lead,"{'neg': 0.024, 'neu': 0.763, 'pos': 0.213, 'compound': 0.9936}",0.9936,0.024,0.213,0.763,1
327,Home on the Range,Will the Sun Ever Shine Again,rain is pourin' down like the heavens are hurtin' seems like it been dark since the devil knows when how do you go on never knowin' for certain will the sun ever shine again fells like it been years since it started to thunder clouds are campin' out in the valley and glen how do you go on when you can't help but wonder will the sun ever shine again what if the rain keeps fallin' what if the sky stays gray what if the winds keep squallin' and never go away maybe soon the storm will be tired of blowin' maybe soon it all will be over amen how do you go on if there no way of knowin' will the sun ever shine wish i could say send me a sign one little ray lord if you're listenin' how long until then will the sun ever shine again,"{'neg': 0.077, 'neu': 0.857, 'pos': 0.066, 'compound': -0.409}",-0.409,0.077,0.066,0.857,2
328,Home on the Range,(You Ain't) Home on the Range,out in the land where the men are tough as cactus out in the land where the wild wild west was won out in the land of the desperado if you're as soft as an avocado yee-ha you're guacamole son home home this ain't it pal home home home on the range home home better go git pal you ain't home on the range out in the land where the weak are target practice home home home on the range out in the land where they shoot the mild and meek home home home on the range out where the bad are a whole lot badder if you're the type with a nervous bladder yee-yow your saddle gonna reek 'cause you ain't home on the range cowboy you're really up the creek home home home on the range home home home on the range home home home on the range home home home on the range,"{'neg': 0.094, 'neu': 0.867, 'pos': 0.039, 'compound': -0.802}",-0.802,0.094,0.039,0.867,2
329,The Hunchback of Notre-Dame,A Guy Like You,paris the city of lovers is glowing this evening true that because it on fire but still there l'amour somewhere out there in the night her heart is also alight and i know the guy she just might be burning for a guy like you she never known kid a guy like you a girl does not meet every day you've got a look that all your own kid could there be two like you no way those other guys that she could dangle all look the same from every boring point of view you're a surprise from every angle mon dieu above she gotta love a guy like you a guy like you gets extra credit because it true you've got a certain something more you're aces kid you see that face you don't forget it want something new that you for sure we all have gaped at some adonis but then we crave a meal more nourishing to chew and since you're shaped like a croissant is no question of she gotta love a guy like you call me a hopeless romantic but quasi i feel it she wants you so any moment she'll walk through that door for a guy so swell a guy like you with all you bring her i tell you quasi a fool could tell there never was it why she fell for you-know-who you ring the bell you're the bell ringer when she wants ooh-la-la then she wants you la-la she will discover guy you're one heck of a guy who wouldn't love a guy like you you got a lot the rest have not she gotta love a guy like you,"{'neg': 0.059, 'neu': 0.695, 'pos': 0.246, 'compound': 0.9964}",0.9964,0.059,0.246,0.695,1
330,The Hunchback of Notre-Dame,God Help the Outcasts,i don't know if you can hear me or if you're even there i don't know if you would listen to a gypsy prayer yes i know i'm just an outcast i shouldn't speak to you still i see your face and wonder were you once an outcast too god help the outcasts hungry from birth show them the mercy they don't find on earth god help my people we look to you still god help the outcasts or nobody will i ask for wealth i ask for fame i ask for glory to shine on my name i ask for love i can posess i ask for god and his angels to bless me i ask for nothing i can get by but i know so many less lucky than i please help my people the poor and downtrod i thought we all were the children of god god help the outcasts children of god,"{'neg': 0.025, 'neu': 0.699, 'pos': 0.277, 'compound': 0.9851}",0.9851,0.025,0.277,0.699,1
331,The Hunchback of Notre-Dame,Heaven's Light,so many times out here i've watched a happy pair of lovers walking in the night they had a kind of glow around them it almost looked like heaven light i knew i'd never know that warm and loving glow though i might wish with all my might no face as hideous as my face was ever meant for heaven light but suddenly an angel has smiled at me and kissed my cheek without a trace of fright i dare to dream that she might even care for me and as i ring these bells tonight my cold dark tower seems so bright i swear it must be heaven light,"{'neg': 0.035, 'neu': 0.649, 'pos': 0.316, 'compound': 0.9889}",0.9889,0.035,0.316,0.649,1
332,The Hunchback of Notre-Dame,Hellfire,beata maria you know i am a righteous man of my virtue i am justly proud beata maria you know i'm so much purer than the common vulgar weak licentious crowd then tell me maria why i see her dancing there why her smoldering eyes still scorch my soul i feel her i see her the sun caught in her raven hair is blazing in me out of all control like fire hellfire this fire in my skin this burning desire is turning me to sin it not my fault i'm not to blame it is the gypsy girl the witch who sent this flame it not my fault if in god plan he made the devil so much stronger than a man protect me maria don't let this siren cast her spell don't let her fire sear my flesh and bone destroy esmeralda and let her taste the fires of hell or else let her be mine and mine alone hellfire dark fire now gypsy it your turn choose me or your pyre be mine or you will burn god have mercy on her god have mercy on me but she will be mine or she will burn,"{'neg': 0.103, 'neu': 0.783, 'pos': 0.114, 'compound': -0.2107}",-0.2107,0.103,0.114,0.783,2
333,The Hunchback of Notre-Dame,Out There,the world is cruel the world is wicked it i alone who you can trust in this whole city i am your only friend i who keep you teach you feed you dress you i who look upon you without fear how can i protect you boy unless you always stay in here away in here you are deformed i am deformed and you are ugly and i am ugly and these are crimes for which the world shows little pity you do not comprehend you are my one defender out there they'll revile you as a monster i am a monster out there they will hate and scorn and jeer only a monster why invite their calumny and consternation stay in here be faithful to me i'm faithful grateful to me i'm grateful do as i say obey and stay in here i'll stay in here safe behind these windows and these parapets of stone gazing at the people down below me all my life i watch them as i hide up here alone hungry for the histories they show me all my life i memorize their faces knowing them as they will never know me all my life i wonder how it feels to pass a day not above them but part of them and out there living in the sun give me one day out there all i ask is one to hold forever out there where they all live unaware what i'd give what i'd dare just to live one day out there out there among the millers and the weavers and their wives through the roofs and gables i can see them every day they shout and scold and go about their lives heedless of the gift it is to be them if i was in their skin i'd treasure every instant out there strolling by the seine taste a morning out there like ordinary men who freely walk about there just one day and then i swear i'll be content with my share won't resent won't despair old and bent i won't care i'll have spent one day out there,"{'neg': 0.085, 'neu': 0.811, 'pos': 0.104, 'compound': 0.7951}",0.7951,0.085,0.104,0.811,1
334,The Hunchback of Notre-Dame,Someday,someday when we are wiser when the world older when we have learned i pray someday we may yet live to live and let live someday life will be fairer need will be rarer and greed will not pay god speed this bright millennium on its way let it come someday someday our fight will be won then we'll stand in the sun then that bright afternoon oh till then on days when the sun is gone we'll hang on and we'll wish upon the moon there are some days dark and bitter dark and bitter seems we haven't got a prayer but a prayer for something better is the one thing we all share someday someday when we are wiser when we are wiser when the world older when the world is older when we have learned when we have learned i pray someday we may yet live let live let live to live and let live to live to live to live to live and let live oh someday life will be fairer life will be fairier need will be rarer need will be rarer and greed will not pay no no no god speed this bright millennium let it come wish upon the moon one day someday soon ooh one day someday soon,"{'neg': 0.06, 'neu': 0.763, 'pos': 0.178, 'compound': 0.9774}",0.9774,0.06,0.178,0.763,1
335,The Hunchback of Notre-Dame,The Bells of Notre-Dame,morning in paris the city awakes to the bells of notre dame the fisherman fishes the bakerman bakes to the bells of notre dame to the big bells as loud as the thunder to the little bells soft as a psalm and some say the soul of the city the toll of the bells the bells of notre dame dark was the night when our tale was begun on the docks near notre dame four frightened gypsies slid silently under the docks near notre dame but a trap had been laid for the gypsies and they gazed up in fear and alarm at a figure whose clutches were iron as much as the bells the bells of notre dame judge claude frollo longed to purge the world of vice and sin and he saw corruption everywhere except within see there the innocent blood you have spilt on the steps of notre dame now you would add this child blood to your guilt on the steps of notre dame you can lie to yourself and your minions you can claim that you haven't a qualm but you never can run from nor hide what you've done from the eyes the very eyes of notre dame and for one time in his life of power and control frollo felt a twinge of fear for his immortal soul just so he kept locked away where no one else can see even this foul creature may yet prove one day to be of use to me now here is a riddle to guess if you can sing the bells of notre dame who is the monster and who is the man sing the bells bells bells bells bells bells bells bells bells of notre dame,"{'neg': 0.087, 'neu': 0.889, 'pos': 0.024, 'compound': -0.9665}",-0.9665,0.087,0.024,0.889,2
336,The Hunchback of Notre-Dame,The Bells of Notre-Dame (Reprise),so here is a riddle to guess if you can sing the bells of notre dame what makes a monster and what makes a man sing the bells bells bells bells whatever their pitch you can feel them bewitch you the rich and the ritual knells of the bells of notre-dame,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.5574}",0.5574,0.0,0.071,0.929,1
337,The Hunchback of Notre-Dame,The Court of Miracles,maybe you've heard of a terrible place where the scoundrels of paris collect in a lair maybe you've heard of that mythical place called the court of miracles hello you're there where the lame can walk and the blind can see but the dead don't talk so you won't be around to reveal what you've found we have a method for spies and intruders rather like hornets protecting their hive here in the court of miracles where it a miracle if you get out alive justice is swift in the court of miracles i am the lawyers and judge all in one we like to get the trial over with quickly because it the sentence that really the fun now that we've seen all the evidence we find you totally innocent which is the worst crime of all so you're going to hang,"{'neg': 0.125, 'neu': 0.695, 'pos': 0.18, 'compound': 0.8627}",0.8627,0.125,0.18,0.695,1
338,The Hunchback of Notre-Dame,Topsy Turvy,come one come all leave your loops and milking stools coop the hens and pen the mules come one come all close the churches and the schools it the day for breaking rules come and join the feast of fools once a year we throw a party here in town once a year we turn all paris upside down every man a king and every king a clown once again it topsy turvy day it the day the devil in us gets released it the day we mock the prig and shock the priest everything is topsy turvy at the feast of fools topsy turvy everything is upsy daysy topsy turvy everyone is acting crazy dross is gold and weeds are a bouquet that the way on topsy turvy day topsy turvy beat the drums and blow the trumpets topsy turvy join the bums and thieves and strumpets streaming in from chartres to calais scurvy knaves are extra scurvy on the sixth of january all because it topsy turvy day come one come all hurry hurry here your chance see the mystery and romance come one come all see the finest girl in france make an entrance to entrance dance la esmeralda dance here it is the moment you've been waiting for here it is you know exactly what in store now the time we laugh until our sides get sore now the time we crown the king of fools so make a face that horrible and frightening make a face as gruesome as a gargoyle wing for the face that ugliest will be the king of fools why topsy turvy ugly folks forget your shyness topsy turvy you could soon be called your highness put your foulest features on display be the king of topsy turvy day everybody once a year we throw a party here in town hail to the king once a year we turn all paris upside down oh what a king once a year the ugliest will wear a crown girls give a kiss once a year on topsy turvy day we've never had a king like this and it the day we do the things that we deplore on the other three hundred and sixty-four once a year we love to drop in where the beer is never stopping for the chance to pop some popinjay and pick a king who'll put the top in topsy turvy topsy turvy mad and crazy upsy daysy topsy turvy day,"{'neg': 0.14, 'neu': 0.788, 'pos': 0.072, 'compound': -0.9849}",-0.9849,0.14,0.072,0.788,2
339,The Hunchback of Notre-Dame 2,An Ordinary Miracle,imagine someone to love who loves you imagine to look in her eyes and see imagine how miraculous it seems to be but it not so very rare you can find it anywhere it an ordinary miracle the kind you find around you every single day or maybe it just seasonal like spring and may they're so many the ordinary miracle a common kind of miracle that runs right by or maybe it too gradual to catch your eye so you miss it a sudden bolt of distant lightning cathedrals rising out of stone a baby starts to walk or talk one day then shockingly he grown and in love that volcano of emotion not ten thousand gypsy potions can undo yes it love well of course my view is slanted but people do take love for granted sad but true of all the many miracles mysterious and marvelous and big and small when people fall in love it really beats them all oh to see it to feel it to know it imagine someone to love who loves you imagine to look in her eyes and see imagine how extraordinary it would be if an ordinary miracle happened to me,"{'neg': 0.031, 'neu': 0.64, 'pos': 0.329, 'compound': 0.9982}",0.9982,0.031,0.329,0.64,1
340,The Hunchback of Notre-Dame 2,Fa-la-la-la Fallen In Love,it all too sudden our boy has grown there nothing more to do it true he on his own we've tried to teach him we've tried to show the things a gargoyle and a gar-guy ought to know he gone he left and do we feel bereft no he fa-la-la-la fallen in love he fa-la-la-la fallen in love sing a rousing rollicking roundelay for our rip-roaring rhapsody he fa-la-la-la fallen in love he fa-la-la-la fallen in love why should we be blue his love is true so bid the kid adieu oh wow just across the square look at quasi there love has nailed him oh wow sighing when he talks flying when he walks love derailed him he fa-la-la-la fallen in love oh wow he fa-la-la-la fallen in love just across the square sing a merry madrigal melody look at quasi there for his marvelous malady love derailed him he fa-la-la-la fallen in love oh wow he fa-la-la-la fallen in love sighing when he talks he fa-la-la-la la-la-la fallen fa-la-la-la fa-la-la-la la-la-la fallen fa-la-la-la fa-la-la-la la-la-la fallen fa-la-la-la oh wow quasimodo fallen in love,"{'neg': 0.138, 'neu': 0.538, 'pos': 0.324, 'compound': 0.9959}",0.9959,0.138,0.324,0.538,1
341,The Hunchback of Notre-Dame 2,I'd Stick With You,you mean if ever i'm in any kind of great big mess or trouble i'd be right there we'd be a pair you mean you'll never leave me all alone we'll always be a double we two that the arithmetic i'd stick with you just say we're hanging by a rope above an evil witch brew pot it bubbling blue with sticky goo our rope gives way and then we crash and make a splash inside her stew pot of glue even if you're sticky slick i'd stick with you through all the thin and thick closer than frack and frick we two will do the trick i'd stick with you fast as the clock can tick i'd be there just as quick no one i'd rather pick i'd stick with you,"{'neg': 0.141, 'neu': 0.824, 'pos': 0.035, 'compound': -0.9223}",-0.9223,0.141,0.035,0.824,2
342,The Hunchback of Notre-Dame 2,I'm Gonna Love You,angel in disguise stories in his eyes love for every true heart that he sees was it just a lucky day that he turned and looked my way or is it heaven right before my very eyes he showed me all new things the shimmer of moonbeams i was blind but now he helped me see i was lost but now i'm found his happiness surrounds and now i find that my dreams can come true 'cause i'm gonna love you for the rest of my life i'm holding you safe here in this heart of mine i can't live without you 'cause my soul would die you know i'm telling the truth i'll spend the rest of my life loving you it didn't start this way it happened just one day you smiled at me and i saw you differently now i would tremble just to be a part of you as we begin a life that sure to never end 'cause i'm gonna love you for the rest of my life i'm holding you safe here in this heart of mine i can't live without you 'cause my soul would die you know i'm telling the truth i'll spend the rest of my life loving you the rest of my life baby loving you,"{'neg': 0.072, 'neu': 0.671, 'pos': 0.257, 'compound': 0.9948}",0.9948,0.072,0.257,0.671,1
343,The Hunchback of Notre-Dame 2,Le Jour D'Amour,there music in the marketplace the streets have come alive the town is in a tizzy it a busy buzzing hive there cause for this commotion and emotional display we just can't wait to celebrate our favorite holiday le jour d'amour your song is in the air what magic will you make for us what promise will you share that golden bell sweet la fidele will soon be ringing clear the best of all the festivals le jour d'amour is here mesdames et messieurs time is short you must find your true love find your soul mate for the festival d'amour is upon us some have come in puppy love perchance to steal a kiss some are still enamored after years of wedded bliss everyone parading down the promenade in pairs to join the celebration at the finest of the fairs le jour d'amour your song is in the air what magic will you make for us whose name shall i declare that golden bell sweet la fidele will soon be ringing clear the best of all the festivals le jour d'amour is here oh how the stars will sparkle on the water as the troubadours sing tales of true romance the spirits may rise with fire in their eyes while gypsy girls enchant you with a dance le jour d'amour your song is in the air what magic will you make for us what promise will you share that golden bell sweet la fidele will soon be ringing clear the best of all the festivals le jour d'amour is here,"{'neg': 0.027, 'neu': 0.698, 'pos': 0.276, 'compound': 0.9973}",0.9973,0.027,0.276,0.698,1
344,The Adventures of Ichabod and Mr. Toad,Ichabod,who that comin' down the street are they shovels or are they feet lean and lanky skin and bone with clothes a scarecrow would hate to own yet he has a certain air debonair and devil-may-care it the new schoolmaster what his name ichabod ichabod crane ichabod what a name kind of odd but nice just the same funny pan funny frame ichabod ichabod crane ichabod may be quaint may be odd and maybe he ain't anyway there no complaint from ichabod ichabod crane,"{'neg': 0.119, 'neu': 0.711, 'pos': 0.17, 'compound': 0.7137}",0.7137,0.119,0.17,0.711,1
345,The Adventures of Ichabod and Mr. Toad,Katrina,once you have met that little coquette katrina you won't forget katrina but nobody yet has ever upset katrina that cute coquette katrina you can do more with margaret or helena or ann or angelina but katrina will kiss and run to her a romance is fun with always another one to start and yet when you've met that little coquette katrina you've lost your heart,"{'neg': 0.077, 'neu': 0.701, 'pos': 0.222, 'compound': 0.9191}",0.9191,0.077,0.222,0.701,1
346,The Adventures of Ichabod and Mr. Toad,Merrily on Our Way,are we on our way to nottingham to brittingham to buckingham or any hammy hamlet by the sea no are we on our way to devonshire to lancashire or worcestershire i'm not so sure we'll have to wait and see oh are we on our way to dover or going merrily over the jolly old road that goes to plymouth ho no we're merrily merrily merrily merrily merrily on our way to nowhere in particular we're merrily merrily merrily merrily merrily on our way where the roads are perpendicular we're always in a hurry we have no time to stall we've got to be there we've got to be there but where we can't recall we're merrily merrily merrily merrily merrily on our way and we may be going to devonshire to lancashire to worcestershire we're not so sure but what do we care we're only sure we've got to be there we're merrily on our way to nowhere at all,"{'neg': 0.069, 'neu': 0.649, 'pos': 0.282, 'compound': 0.9927}",0.9927,0.069,0.282,0.649,1
347,The Adventures of Ichabod and Mr. Toad,The Headless Horseman,gather 'round and i'll elucidate what goes on outside when it gets late along about midnight the ghosts and banshees they get together for their nightly jamboree there things with horns and saucer eyes some with fangs about this size some are fat and some are thin and some don't even wear their skin i'm telling you brother it a frightful sight to see what goes on halloween night when the spooks have a midnight jamboree they break it up with fiendish glee the ghosts are bad but the one that cursed is the headless horseman he the worst that right he a fright on halloween night when he goes a joggin' 'cross the land holding his noggin in his hand demons take one look and groan and they hit the road for parts unknown beware take care he rides alone and there no spook like a spook that spurned they don't like him and he really burned he swears to the longest day he dead he'll show them that he can get a head they say he tired of his flaming top he got a yen to make a swap so he rides one night each year to find a head in the hollow here he likes 'em little he likes 'em big parted in the middle or a wig black or white or even red the headless horseman needs a head with a hip hip and a clippity clop he out looking for a top to chop so don't stop to figure out a plan you can't reason with a headless man now if you doubt this tale is so i met that spook just a year ago now i didn't stop for a second look but made for the bridge that spans the brook for once you've crossed that bridge my friend the ghost is through his power ends so when you're ridin' home tonight make for the bridge with all your might he'll be down in the hollow there he needs your head look out beware with a hip hip and a clippity clop he out looking for a head to swap so don't try to figure out a plan you can't reason with a headless man,"{'neg': 0.087, 'neu': 0.81, 'pos': 0.103, 'compound': 0.6422}",0.6422,0.087,0.103,0.81,1
348,Incredibles 2,Chill or Be Chilled,who the cat who always chill when survival odds are close to nil frozone frozone frozone frozone always chill always chill who the cat who always chill who the cat when survival odds are close to nil who that frozone frozone so chill so chill talkin' 'bout frozone frozone frozone frozone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,2
349,Incredibles 2,Here Comes Elastigirl,here comes elastigirl stretching her arms elastigirl no one beyond her reach elastigirl elastigirl elastigirl elastigirl here comes elastigirl stretching her arms elastigirl no one beyond her reach elastigirl,"{'neg': 0.139, 'neu': 0.791, 'pos': 0.07, 'compound': -0.4939}",-0.4939,0.139,0.07,0.791,2
350,Incredibles 2,Pow! Pow! Pow!,pow pow pow pow pow pow mr incredible incredible incredible catching the badguys pow pow pow pow pow pow pow pow incredible incredible mr incredible incredible incredible catching the badguys pow pow pow pow pow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,2
351,The Jungle Book,Colonel Hathi's March,hup two three four keep it up two three four hup two three four keep it up two three four hup two three four oh the aim of our patrol is a question rather droll for to march and drill over field and hill is a military goal is a military goal hup two three four dress it up two three four by the ranks or single file over every jungle mile oh we stamp and crush through the underbrush in the military style in the military style hup two three four keep it up two three four,"{'neg': 0.017, 'neu': 0.983, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.017,0.0,0.983,2
352,The Jungle Book,I Wanna Be Like You,now i'm the king of the swingers oh the jungle vip i've reached the top and had to stop and that what botherin' me i wanna be a man mancub and stroll right into town and be just like the other men i'm tired of monkeyin' around oh oobee doo i wanna be like you i wanna walk like you talk like you too you'll see it true an ape like me can learn to be human too now don't try to kid me mancub i made a deal with you what i desire is man red fire to make my dream come true now give me the secret mancub come on clue me what to do give me the power of man red flower so i can be like you you i wanna be like you i wanna walk like you talk like you too you'll see it true someone like me can learn to be like someone like me can learn to be like someone like you can learn to be like someone like me,"{'neg': 0.036, 'neu': 0.676, 'pos': 0.288, 'compound': 0.9923}",0.9923,0.036,0.288,0.676,1
353,The Jungle Book,My Own Home,my own home my own home my own home my own home father hunting in the forest mother cooking in the home i must go to fetch the water till the day that i am grown till i'm grown till i'm grown i must go to fetch the water till the day that i am grown then i will have a handsome husband and a daughter of my own and i'll send her to fetch the water i'll be cooking in the home then i'll send her to fetch the water i'll be cooking in the home,"{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.4939}",0.4939,0.0,0.035,0.965,1
354,The Jungle Book,That's What Friends Are For,we're your friends we're your friends we're your friends to the bitter end the bitter end when you're alone when you're alone who comes around who comes around to pluck you up to pluck you up when you are down when you are down and when you're outside looking in who there to open the door that what friends are for who always eager to extend a friendly claw that what friends are for and when you're lost in dire need who at your side at lightning speed we're friends with every creature comin' down the pike in fact we've never met an animal we didn't like didn't like so you can see we're friends in need and friends in need are friends indeed we'll keep you safe in the jungle for evermore that what friends are for,"{'neg': 0.109, 'neu': 0.656, 'pos': 0.235, 'compound': 0.9725}",0.9725,0.109,0.235,0.656,1
355,The Jungle Book,The Bare Necessities,look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities old mother nature recipes that bring the bare necessities of life wherever i wander wherever i roam i couldn't be fonder of my big home the bees are buzzin' in the tree to make some honey just for me when you look under the rocks and plants and take a glance at the fancy ants then maybe try a few the bare necessities of life will come to you they'll come to you look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities that why a bear can rest at ease with just the bare necessities of life now when you pick a pawpaw or a prickly pear and you prick a raw paw well next time beware don't pick the prickly pear by the paw when you pick a pear try to use the claw but you don't need to use the claw when you pick a pair of the big pawpaw have i given you a clue the bare necessities of life will come to you they'll come to you look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities that why a bear can rest at ease with just the bare necessities of life with just the bare necessities of life yeah man,"{'neg': 0.067, 'neu': 0.895, 'pos': 0.038, 'compound': -0.4767}",-0.4767,0.067,0.038,0.895,2
356,The Jungle Book,Trust in Me,trust in me just in me shut your eyes and trust in me you can sleep safe and sound knowing i am around slip into silent slumber sail on a silver mist slowly and surely your senses will cease to resist trust in me just in me shut your eyes and trust in me,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9584}",0.9584,0.0,0.292,0.708,1
357,The Jungle Book (live-action),I Wanna Be Like You,now i'm the king of the swingers oh the jungle vip i've reached the top and had to stop and that what botherin' me i wanna be a man mancub and stroll right into town and be just like the other men i'm tired of monkeyin' around oh oobee doo i wanna be like you i wanna walk like you talk like you too you'll see it true someone like me can learn to be like someone like you now don't try to kid me mancub i'll make a deal with you what i desire is man red fire to make my dream come true now give me the secret mancub come on clue me what to do give me the power of man red flower so i can be like you oh oobee doo i wanna be like you i wanna walk like you talk like you too you'll see it true someone like me can learn to be like someone like you you might think it ridiculous that me a gigantopithecus would ever dream i'd like to team up with the likes of you mancub but together we'd have powers all the jungle treasures ours i got desire you got the fire but the dream i dream takes two so ooh i wanna be like you i wanna use that flame just the same you can do oh how magnificus it would be a gigantopithecus like me could learn to do like you humans do can learn to be like someone like you can learn to be like someone like me,"{'neg': 0.034, 'neu': 0.7, 'pos': 0.265, 'compound': 0.9947}",0.9947,0.034,0.265,0.7,1
358,The Jungle Book (live-action),The Bare Necessities,look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities old mother nature recipes that bring the bare necessities of life wherever i wander wherever i roam i couldn't be fonder of my big home the bees are buzzin' in the tree to make some honey just for me when you look under the rocks and plants and take a glance at them fancy ants and then maybe try a few the bare necessities of life will come to you look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities that why a bear can rest at ease with just the bare necessities of life wherever i wander wherever i roam i couldn't be fonder of my big home the bees are buzzin' in the tree to make some honey just for me when you look under the rocks and plants and take a glance at the fancy ants maybe try yourself a few the bare necessities of life will come to you look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities that why a bear can rest at ease with just the bare necessities of life wherever i wander wherever i roam i couldn't be fonder of my big home the bees are buzzin' in the trees to make some honey just for me when you look under the rocks and plants and take a glance at the fancy ants then maybe try a few ha ha try one the bare necessities of life they'll come to you they have come to you,"{'neg': 0.05, 'neu': 0.915, 'pos': 0.035, 'compound': -0.5106}",-0.5106,0.05,0.035,0.915,2
359,The Jungle Book (live-action),The Bare Necessities,look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities old mother nature recipe that brings the bare necessities of life wherever i wander wherever i roam i couldn't be fonder of my big home the bees are buzzin' in the tree to make some honey just for me when you look under the rocks and plants and take a glance at them fancy ants then maybe try a few the bare necessities of life will come to you look for the bare necessities the simple bare necessities forget about your worries and your strife i mean the bare necessities that why a bear can rest at ease with just the bare necessities of life so just relax in my backyard if you act like that bee acts you're workin' too hard don't spend your time just lookin' around for something you want that can't be found you'll find that you can live without it go along not thinking 'bout it i'll tell you something true the bare necessities of life the bare necessities of life will come to you water and love a house with a roof above talking 'bout the bare necessities of life wisdom sleep good health is something you must keep these are the bare necessities of life,"{'neg': 0.046, 'neu': 0.856, 'pos': 0.098, 'compound': 0.9182}",0.9182,0.046,0.098,0.856,1
360,The Jungle Book (live-action),Trust in Me,trust in me just in me shut your eyes and trust in me you can sleep safe and sound knowing i am around slip into silent slumber sail on a silver mist slowly and surely your senses will cease to resist just relax be at rest like a bird in a nest trust in me just in me shut your eyes and trust in me trussst in me trust in me shut your eyes and trussst in me,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9792}",0.9792,0.0,0.299,0.701,1
